INCIDENT_NUMBER,INCIDENT_TEXT,LATITUDE,LONGITUDE
G983421067852,"Assessing damage, unable to reach location, transformer issue, pole down blocking road, phase up.",45.545414749,-73.491757693
G983421067852,"TRIP SAVER 98721/n Crews assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, currently locating issue, phase up, can't access, asset not found in GIS.",45.548008113,-73.802320305
G983421067852,"PLF OP at 42-11, Unable to Reach Location, assessing damage, found bad transformer, line down, pole down, no bucket truck, can't access, Asset not found in GIS, limb down blocking road.",45.548598999,-73.702588746
G983421067852,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.549156632,-73.561845138
G983421067852,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.553658105,-73.655885435
G983421067852,"FOUND TREE DOWN, LIMB DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, CAN'T ACCESS, ASSET NOT FOUND IN GIS.",45.556041091,-73.576925079
G983421067852,"ASSISTING WITH STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, CAN'T ACCESS, LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD",45.558358878,-73.623739243
G983421067852,"Assessing damage, unable to reach location, found bad transformer, line down, pole down blocking road, can't access, no bucket truck available.",45.562873993,-73.587180217
G983421067852,"Transformer at station 17-23 is bad, pole down at station 23-17, line down, pri1, phase up, unable to reach location, assessing damage, can't access, no bucket truck, tree down, limb down blocking road.",45.563589169,-73.692988516
G983421067854,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, tree down on line.",45.570248572,-73.518154223
G983421067890,"Transformer issue at 3456 Oak St, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road, need to locate issue and run new primary.",45.572829947,-73.532962749
G983421067890,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, line down, phase up.",45.573154568,-73.562140795
G983421067891,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISTRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ASSET NOT FOUND IN GIS, CAN'T ACCESS FOR FURTHER INVESTIGATION.",45.577461878,-73.769585872
G983421067891,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, bad transformer.",45.578456438,-73.596176488
G983421067891,"2345 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ENTRY PROBLEM DUE TO NO BUCKET TRUCK, TREE DOWN, LIMB DOWN, ASSET NOT FOUND IN GIS.",45.581547727,-73.893221108
G983421067891,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.582006573,-73.668962813
G983421067891,"D WAS BLOCKED BY A TREE LIMB DOWN, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP - INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST.",45.582325125,-73.687191727
G983421067891,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA.",45.586135843,-73.770401777
G983421067891,"Line down, assessing damage, unable to reach location, pole down blocking road, bad transformer.",45.592857752,-73.904038916
G983421067891,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access.",45.60678413,-73.863647333
G983421067891,"Line down, assessing damage, unable to reach location, pole down blocking road, bad transformer found.",45.610555907,-73.615706726
G983421067891,"Line down, pole down, assessing damage, unable to reach location, bad transformer, can't access, phase up, tree down",45.613272097,-73.615636265
G983421067891,"plf open at se 34th st & rainier ave s, unable to reach location, assessing damage, found line down, pole down, pri1, will need bucket truck, bad transformer, crew en route.",45.615848385,-73.517209859
G983421067891,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.618087181,-73.591945791
G983421067891,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access.",45.619208617,-73.88844738
G983421067891,"Assessing damage, unable to reach location, transformer issue, pole down, line down, can't access, bad transformer, phase up, limb down.",45.628524874,-73.558719517
G983421067891,"all 3 crews assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access",45.62978424,-73.926034648
G983421067892,"LINE DOWN - ASSESSING DAMAGE, CAN'T ACCESS, FOUND BAD TRANSFORMER - INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST.",45.62988434,-73.874138511
G983421067892,"Transformer issue, unable to reach location, assessing damage, found bad transformer, pole down blocking road.",45.636559519,-73.62781079
G983421067892,"Assessing damage, unable to reach location due to pole down, found bad transformer, line down, and a span pole down blocking road, can't access, need to locate issue and inspect pri1.",45.636652187,-73.510681249
G983421067892,"Found a pole down blocking the road, assessing damage to the pri1 line, unable to reach location due to a tree down, and a limb down nearby, need to locate issue and replace bad transformer.",45.637384261,-73.784719529
G983421067892,"""Tree down, limb down, unable to reach location, assessing damage, found bad transformer, line down, pole down, span pole down blocking road, phase up, can't access, asset not found in GIS""",45.641134054,-73.789584974
G983421067892,"FOUND TREE DOWN BLOCKING ACCESS, ASSESSING DAMAGE, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF OUTAGE.",45.641233736,-73.705535474
G983421067892,"Dropped 3c#1 svc for 1421 n oak st, assessing damage, found bad transformer, unable to reach location, need to locate issue, pole down blocking road, need bucket truck to make repairs before re-connect.",45.643722348,-73.56960415
G983421067892,"Assessing damage, unable to reach location, transformer issue, pole down, line down, can't access, bad transformer, phase up, limb down blocking road.",45.64380914,-73.902666115
G983421067892,"Assessing damage on pri1, found bad transformer, can't access location due to pole down on Valrico Rd just north of Front St.",45.644037767,-73.510630259
G983421067892,"Line down, unable to reach location, assessing damage, pole down blocking road, can't access.",45.411044985,-73.771914537
G983421067892,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, bad transformer.",45.411305478,-73.550052521
G983421067892,"Assessing damage, unable to reach location, pole down, bad transformer, can't access, line down, phase up.",45.411733305,-73.768707547
G983421067892,"Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, Asset not found in GIS.",45.417307113,-73.921682765
G983421067892,"2 spans of pri1 down, blocking road, phase up. Unable to Reach Location, assessing damage, found bad transformer on pole. No bucket truck available to access. Line down, pole down, tree down on line, limb down on wire.",45.419438675,-73.655074262
G983421067892,".....PLF3708342329  open/n Unable to Reach Location, assessing damage, found bad transformer, pole down, pri1, can't access, Asset not found in GIS",45.41975628,-73.872414361
G983421067892,"Transformer issue, unable to reach location, assessing damage, pole down, can't access",45.426091417,-73.48989696
G983421067892,"Transformer is down, unable to reach location, assessing damage, found a limb down on the pri1, line down, blocking road, can't access, asset not found in GIS, need to locate issue, bad transformer, phase up required.",45.428526149,-73.489746979
G983421067892,"LINE ISSUE IDENTIFIED - ASSESSING DAMAGE, FOUND BAD TRANSFORMER, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ENTRY PROBLEM - NO BUCKET TRUCK AVAILABLE TO REMOVE TREE DEBRIS FROM POWER LINE.",45.428913705,-73.649758754
G983421067892,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.43114142,-73.895063491
G983421067892,"2340 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION.",45.434088516,-73.815299761
G983421067892,"Assessing damage, found bad transformer, unable to reach location due to tree down, limb down blocking road, pole down, line down, span pole down, can't access, Asset not found in GIS.",45.438728496,-73.644724857
G983421067892,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, tree down on pri1 line.",45.441348965,-73.593366636
G983421067892,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.445157871,-73.770104293
G983421067892,"Transformer issue, unable to reach location, assessing damage, pole down, can't access, bad transformer, line down, phase up, span pole down blocking road.",45.445962629,-73.652968624
G983421067892,"Transformer down, unable to reach location, assessing damage, found bad transformer, line down blocking road.",45.446345334,-73.743696308
G983421067892,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer",45.448276033,-73.764074272
G983421067892,"assessing damage, found bad transformer, pole down, can't access at the corner of oak st and main st, unable to reach location due to span pole down blocking road.",45.453267702,-73.710363123
G983421067892,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, phase up, bad transformer, span pole down blocking road.",45.459929956,-73.792787273
G983421067892,,45.460424256,-73.681136389
G983421067892,"run new 3.2 service to meter 10007526 next to grid 25902-32317, assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access",45.461755455,-73.691777523
G983421067892,"C LINE DOWN - ASSESSING DAMAGE, CAN'T ACCESS, LOCATE ISSUE, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD",45.462418014,-73.888834477
G983421067892,"1 SPAN #1 PHASE UP, ASSESSING DAMAGE, LOCATE ISSUE, POLE DOWN, BLOCKING ROAD",45.462977453,-73.86730135
G983421067892,"Line down, pole down, assessing damage, unable to reach location, bad transformer, can't access, phase up, limb down.",45.463478914,-73.743443985
G983421067892,"OPEN PLF AT 1234567890. Unable to Reach Location, assessing damage, found bad transformer, pole down blocking road, can't access, Asset not found in GIS.",45.464594477,-73.847539563
G983421067892,"NW 81234 Opened and tagged by T23 to investigate reported line down and pole down on pri1, blocking road, unable to reach location due to assessing damage from storm, found bad transformer, will need to locate issue and replace, no bucket truck available, tree down nearby, limb down on span pole, Asset not found in GIS, can't access.",45.466434451,-73.492737147
G983421067892,"2831 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.469460134,-73.646439617
G983421067892,"Assessing damage, unable to reach location, found bad transformer, line down, pole down blocking road.",45.469595299,-73.64643191
G983421067892,"OCR 140384 5 TREE LIMB DOWN, ASSESSING DAMAGE, CAN'T ACCESS, PHASE UP, SPAN POLE DOWN BLOCKING ROAD",45.472071616,-73.536825492
G983421067892,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.473205334,-73.807776566
G983421067892,"plf unable to reach location, assessing damage, found bad transformer, pole down blocking road",45.474226849,-73.865859916
G983421067892,"35kv pole down, assessing damage, unable to reach location, bad transformer, line down, span pole down blocking road, can't access, no bucket truck available",45.474746838,-73.533453198
G983421067892,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER",45.479007462,-73.774084856
G983421067892,"Line crew assessing damage, found bad transformer, unable to reach location due to pole down blocking road, span pole down, can't access, will reassess once asset is located in GIS.",45.481944148,-73.539807603
G983421067892,"LINE DOWN ON PRI1, ASSESSING DAMAGE, CAN'T ACCESS, SPAN POLE DOWN BLOCKING ROAD",45.486167428,-73.912555274
G983421067892,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.48890747,-73.805564842
G983421067892,"assessing damage, unable to reach location, transformer, pole down, line down",45.491125414,-73.848309257
G983421067892,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, CAN'T ACCESS FOR REPAIRS, ENTRY PROBLEM DUE TO NO BUCKET TRUCK AVAILABLE, LINE ISSUES CAUSED BY TRANSFORMER FAILURE, POWER DISRUPTION ISSUES BEING ADDRESSED.",45.492202354,-73.539301131
G983421067892,"LINE ISSUE Transformer, assessing damage, pole down, unable to reach location",45.492254876,-73.897316507
G983421067892,"INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.49537045,-73.675916502
G983421067892,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD",45.499106594,-73.678007812
G983421067892,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, phase up.",45.503062736,-73.852718371
G983421067895,"opened pri1 at oak st.. limb down blocking road, unable to reach location, assessing damage, bad transformer",45.504877261,-73.499130895
G983421067895,"Unable to access location due to tree down, assessing damage, found bad transformer, line down, pole down blocking road.",45.5071179,-73.886225519
G983421067895,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, DISPATCHING CREW TO ACCESS AND REPAIR.",45.508588961,-73.543857641
G983421067895,"TREE LIMB DOWN BLOCKING ACCESS TO ASSESS DAMAGE, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, FOUND BAD TRANSFORMER ON PRI1, CAN'T ACCESS TO LOCATE ISSUE.",45.508944021,-73.810506047
G983421067895,"MULTIPLE SPANS OF PRI1 DOWN, POLE DOWN BLOCKING ROAD HEADING TOWARDS OAKWOOD, UNABLE TO REACH LOCATION DUE TO ASSESSING DAMAGE, FOUND BAD TRANSFORMER, NO BUCKET TRUCK AVAILABLE TO ACCESS.",45.510989492,-73.64674093
G983421067895,"INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.512480076,-73.500021771
G983421067923,"Transformer issue, unable to reach location, assessing damage, pole down, can't access, phase up, asset not found in GIS",45.515048892,-73.686524886
G983421067923,"Assessing damage, found bad transformer, pole down, unable to reach location, can't access, line down, phase up, span pole down blocking road.",45.519126813,-73.591332644
G983421067923,"Transformer down at pole, unable to reach location, assessing damage, found bad transformer, line down, pole down, pri1, phase up, can't access, asset not found in GIS, tree down nearby, limb on line.",45.519197643,-73.77746999
G983421067923,"FOUND SPAN POLE DOWN BLOCKING ROAD, ASSESSING DAMAGE, UNABLE TO REACH LOCATION DUE TO TREE DEBRIS",45.520758315,-73.752773484
G983421067923,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, line down, phase up.",45.521100384,-73.72410977
G983421067923,"Line down, assessing damage, unable to reach location, transformer issue, pole down blocking road.",45.524376903,-73.731069981
G983421067923,"limb down, assessing damage, unable to reach location, bad transformer",45.524507307,-73.871463615
G983421078219,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, line down, phase up.",45.528295986,-73.664569342
G98342107928,"pri1, assessing damage, unable to reach location, pole down, can't access",45.528767232,-73.742658799
G9834210792X,"-INCIDENT AUTO-GENERATED FROM STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE.",45.536399354,-73.804244395
G9834210792X,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access.",45.536574526,-73.51847794
G9834210792X,"2567 - INCIDENT AUTO-GENERATED FROM ADMS, Crews assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, currently locating issue, will update once resolved.",45.536920961,-73.714976204
G983421079382,"New grid 42119-13579, Assessing damage, found bad transformer, line down, pole down blocking road, unable to reach location due to tree down, limb down, can't access, Asset not found in GIS.",45.538528283,-73.577015521
G983421079825,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer.",45.543051444,-73.574244628
G983421079825,"1 span #3 phase up, assessing damage, unable to reach location, bad transformer, pole down blocking road.",45.543955546,-73.680336276
G983421079852,"Transformer issue at grid 4211178221, unable to reach location, assessing damage, found bad transformer, pole down, line down, can't access, phase up, limb down blocking road.",45.544073644,-73.58585251
G983421079852,"Assessing damage, unable to reach location, transformer issue, pole down, can't access, bad transformer, line down, phase up, limb down blocking road.",45.545414749,-73.491757693
G983421091234,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.548008113,-73.802320305
G983421091234,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access.",45.548598999,-73.702588746
G983421091234,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access.",45.549156632,-73.561845138
G983421091234,"tpsw 5811 -INCIDENT AUTO-GENERATED FROM ADMS, assessing damage, unable to reach location, found bad transformer, line down, pole down blocking road, asset not found in GIS.",45.553658105,-73.655885435
G983421091239,"opened trx plf for tree down, limb down, line down, unable to reach location, bad transformer, assessing damage, can't access, asset not found in GIS",45.556041091,-73.576925079
G983421091239,"limb down, unable to reach location, assessing damage, pole down, bad transformer",45.558358878,-73.623739243
G983421091247,"PLF's unable to reach location, assessing damage, found bad transformer on primary, pole down blocking road at Oakwood Drive and Maple Street, no bucket truck access, limb down on power line, can't access to locate issue.",45.562873993,-73.587180217
G983421091247,"Assessing damage, unable to reach location, transformer issue, pole down, line down, can't access, need to locate issue, pri1, span pole down blocking road.",45.563589169,-73.692988516
G983421091247,"Unable to access location due to a limb down blocking the road, assessing damage to a span pole down, found a bad transformer, need to replace, no bucket truck available to reach the area.",45.570248572,-73.518154223
G983421091253,"""Unable to Reach Location, assessing damage, found bad transformer, pole down, can't access, span pole down blocking road""",45.572829947,-73.532962749
G983421091256,"Line down, assessing damage, unable to reach location, pole down blocking road, bad transformer",45.573154568,-73.562140795
G983421091263,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access.",45.577461878,-73.769585872
G983421091275,"need to assess damage from tree down on pri1, pole down blocking road, and a bad transformer, unable to reach location due to a limb down, need to locate issue and replace transformer, also need to update storm response map as asset not found in GIS.",45.578456438,-73.596176488
G983421091275,"-INCIDENT AUTO-GENERATED FROM STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE.",45.581547727,-73.893221108
G983421091275,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, line down, phase up, transformer issue.",45.582006573,-73.668962813
G983421091275,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.582325125,-73.687191727
G983421091275,"limb down, assessing damage, unable to reach location, bad transformer, line down, pole down, can't access",45.586135843,-73.770401777
G983421091275,"2 PRIMARY LINE DOWN, ASSESSING DAMAGE, TREE LIMB DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION, BAD TRANSFORMER",45.592857752,-73.904038916
G983421091275,"ASSIGNED TO CREW, ASSESSING DAMAGE, SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, LOCATE ISSUE, BAD TRANSFORMER",45.60678413,-73.863647333
G983421091275,"Unable to Reach Location, assessing damage, found bad transformer, pole down blocking road, can't access",45.610555907,-73.615706726
G983421091275,"FOUND TREE LIMB DOWN BLOCKING ROAD, ASSESSING DAMAGE, UNABLE TO REACH LOCATION WITH BUCKET TRUCK, BAD TRANSFORMER, SPAN POLE DOWN, PHASE UP, CAN'T ACCESS, INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST.",45.613272097,-73.615636265
G983421091276,"LINE ISSUES TRANSFORMER BAD TRANSFORMER, ASSESSING DAMAGE, CAN'T ACCESS, LOCATE ISSUE, PHASE UP",45.615848385,-73.517209859
G983421091276,"Line down, unable to reach location, assessing damage, found bad transformer, pole down blocking road.",45.618087181,-73.591945791
G983421091279,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, phase up.",45.619208617,-73.88844738
G983421091279,"PLF CLOSED/ Unable to Reach Location, assessing damage, found bad transformer, pole down blocking road, can't access, Asset not found in GIS.",45.628524874,-73.558719517
G983421091279,"Transformer down, unable to reach location, assessing damage, limb down blocking road, can't access, bad transformer.",45.62978424,-73.926034648
G983421091279,"""Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, Asset not found in GIS""",45.62988434,-73.874138511
G983421091279,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access.",45.636559519,-73.62781079
G983421091279,"Line crew assessing damage, unable to reach location due to pole down, span pole down blocking road, and a bad transformer was found.",45.636652187,-73.510681249
G983421091279,"Tree down on pri1, assessing damage, unable to reach location, transformer issue, pole down blocking road.",45.637384261,-73.784719529
G983421091279,"Assessing damage, unable to reach location, pole down, line down, bad transformer, can't access, transformer.",45.641134054,-73.789584974
G983421091283,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access",45.641233736,-73.705535474
G9834210912X,"LINE ISSUES - TRANSFORMER FAULT, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ENTRY PROBLEM - NO BUCKET TRUCK AVAILABLE, BRANCH DISRUPTION - TREE DOWN ON LINE, STORM RESPONSE MAP ALERT - ASSET NOT FOUND IN GIS",45.643722348,-73.56960415
G983421091542,"Found transformer issue at 1421 w 30th st, assessing damage, unable to reach location due to pole down, need to locate issue and check for any other line down or span pole down blocking road.",45.64380914,-73.902666115
G983421091826,"pri1, assessing damage, unable to reach location, pole down, can't access",45.644037767,-73.510630259
G983421091827,"Assessing damage, unable to reach location, found bad trnasformer, line down, pole down, pri1, can't access, tree down blocking road.",45.411044985,-73.771914537
G983421091827,"-INCIDENT AUTO-GENERATED FROM STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE.",45.411305478,-73.550052521
G983421091827,"OPENED PLF  Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road",45.411733305,-73.768707547
G983421091827,TREE DOWN 345 LIMB DOWN 12KV PHASE UP POLE DOWN BLOCKING ROAD ASSESSING DAMAGE,45.417307113,-73.921682765
G983421091827,"FOUND TREE DOWN BLOCKING ACCESS, ASSESSING DAMAGE, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD",45.419438675,-73.655074262
G983421091827,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access.",45.41975628,-73.872414361
G983421091827,"plf unable to reach location, assessing damage, found bad transformer, pole down blocking road",45.426091417,-73.48989696
